tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
215358	Larimichthys crocea	104936245	0	live	dysf	EH28_02497	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		XIV	NC_040024.1	9860652	9937953	plus	57	
7897	Latimeria chalumnae	102356993	0	live	DYSF		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_088139.1	410088603	410542560	plus	57	
7918	Lepisosteus oculatus	102699206	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG4	NC_023182.1	1145523	1276104	plus	54	
27771	Limanda limanda	133028676	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		22	NC_083657.1	3647383	3700062	minus	55	
9785	Loxodonta africana	100667319	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		15	NC_087356.1	26205428	26447617	plus	57	
9541	Macaca fascicularis	102146934	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		13	NC_052267.1	35217207	35449679	minus	60	
205130	Mastacembelus armatus	113135216	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		18	NC_046650.1	7669735	7726684	plus	59	
106582	Maylandia zebra	101470638	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG3	NC_036782.1	11852873	11957953	minus	58	
75352	Megalobrama amblycephala	125264580	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG3	NC_063046.1	13354483	13460882	minus	58	
118141	Megalops cyprinoides	118793473	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		18	NC_050600.1	3779668	3864191	plus	58	
1250792	Melanotaenia boesemani	121639642	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		5	NC_055686.1	12476549	12580910	plus	59	
147949	Micropterus dolomieu	123980008	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG12	NC_060161.1	26663045	26775236	plus	59	
27706	Micropterus salmoides	119913159	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_024041150.1	33172604	33283270	plus	60	
79684	Microtus ochrogaster	101997330	0	live	Dysf		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_004949160.1	417385	622642	plus	58	
75329	Misgurnus anguillicaudatus	129440956	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_073337.1	25883780	26000738	minus	58	
723540	Mobula hypostoma	134345857	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		4	NC_086100.1	197081783	197476659	minus	58	
43700	Monopterus albus	109974195	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_018128204.1	384664	455943	minus	60	
48193	Mugil cephalus	125006225	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_061770.1	52185319	52281885	minus	59	
586833	Myripristis murdjan	115376134	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		18	NC_043997.1	8747354	8881207	minus	57	
451745	Nematolebias whitei	119409948	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_056498.1	39361305	39475476	minus	58	
443677	Neoarius graeffei	132895417	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_083569.1	61413593	61565526	plus	58	
32507	Neolamprologus brichardi	102776524	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_006272103.1	121289	222943	plus	57	
159077	Nerophis ophidion	133560500	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG10	NC_084620.1	24624816	24661959	minus	57	
61853	Nomascus leucogenys	100582695	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		14	NC_044394.1	36175935	36405655	plus	59	
1203425	Notolabrus celidotus	117807003	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_048294.1	2355508	2429606	plus	43	
9978	Ochotona princeps	101516982	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		8	NC_080839.1	45352413	45528932	plus	57	
10160	Octodon degus	101587044	0	live	Dysf		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_004524634.1	2590616	2824282	plus	58	
9708	Odobenus rosmarus divergens	101364493	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_004450352.1	1224524	1430892	plus	58	
8017	Oncorhynchus gorbuscha	124008851	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG21	NC_060193.1	5014791	5256341	plus	56	
8018	Oncorhynchus keta	127916310	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		35	NC_068455.1	78964018	79316713	minus	58	
74940	Oncorhynchus tshawytscha	112239950	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin|dysferlin pseudogene		LG10	NC_056438.1	5869351	6067727	plus	56	
369639	Onychostoma macrolepis	131543667	0	live	dysf	G5714_008292	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		7	NC_081161.1	33751344	33828889	plus	58	
9733	Orcinus orca	101283763	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		13	NC_064571.1	31081959	31305719	minus	59	
47969	Oreochromis aureus	116316211	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		3	NC_052944.1	39269377	39373639	plus	56	
30611	Otolemur garnettii	100955034	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_003852463.1	4299929	4515169	minus	58	
9940	Ovis aries	101109257	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		3	NC_056056.1	93344288	93569839	plus	59	
9597	Pan paniscus	100987146	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		12	NC_073261.2	54703585	54938220	minus	61	
310915	Pangasianodon hypophthalmus	113540498	0	live	dysf	PHYPO_G00193980	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		4	NC_069713.1	17784060	17861691	minus	61	
9555	Papio anubis	101000672	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		14	NC_044989.1	71797144	72028582	plus	59	
210632	Parambassis ranga	114436633	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		5	NC_041026.1	4050795	4099379	plus	58	
1676925	Paramormyrops kingsleyae	111857369	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_019714076.1	620786	685174	minus	48	
158779	Pelmatolapia mariae	134624503	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG3_W	NC_086229.1	45849455	45956581	plus	55	
8167	Perca flavescens	114573910	0	live	dysf	EPR50_G00194830	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		19	NC_041349.1	12033073	12155847	minus	58	
409849	Periophthalmus magnuspinnatus	117386192	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		18	NC_047143.1	2798910	2913901	minus	56	
693459	Phycodurus eques	133398068	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_084547.1	5569063	5592866	plus	58	
161469	Phyllopteryx taeniolatus	133472695	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_084524.1	1642179	1666606	minus	60	
90988	Pimephales promelas	120469651	0	live	dysf	"F2P79_008535, dysferlin"	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_024121111.1	5751599	5830933	minus	61	
8260	Platichthys flesus	133949591	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		24	NC_084968.1	13302286	13346785	plus	57	
8262	Pleuronectes platessa	128430281	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_070648.1	2367749	2408206	minus	56	
48698	Poecilia formosa	103149161	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_006800157.1	1105356	1191560	plus	59	
48699	Poecilia latipinna	106944694	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_015112724.1	342126	430371	plus	59	
48701	Poecilia mexicana	106914604	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_015094635.1	396433	486919	plus	59	
8081	Poecilia reticulata	103480612	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG18	NC_024348.1	13450436	13550853	minus	59	
188132	Poeciliopsis prolifica	129379877	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_026562437.1	411852	491511	minus	60	
7913	Polyodon spathula	121294433	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		2	NC_054535.1	24462779	24582850	minus	60	
55291	Polypterus senegalus	120527940	0	live	dysf	GTO96_0016992	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		4	NC_053157.1	209102001	209464566	plus	60	
9601	Pongo abelii	100174519	0	live	DYSF	CR201_G0003058	dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		12	NC_071997.2	60686272	60938184	minus	58	
685728	Pristis pectinata	127582838	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		2	NC_067406.1	3530238	3810931	plus	58	
2059687	Pseudoliparis swirei	130212065	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		21	NC_079408.1	3992101	4049808	minus	58	
181119	Pseudopodoces humilis	102107993	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_005087677.1	230241	306164	plus	58	
303518	Pundamilia nyererei	102195748	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_005187678.1	527756	634551	minus	56	
134920	Pungitius pungitius	119223076	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin		1	NC_084900.1	2210777	2242979	plus	57	
1606681	Puntigrus tetrazona	122348501	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		7	NC_056705.1	14733180	14794938	minus	59	
42514	Pygocentrus nattereri	108434642	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		2	NC_051212.1	27550102	27660666	minus	59	
259920	Rhincodon typus	109938731	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_063332.1	5030640	5266920	minus	48	
3034132	Rhinichthys klamathensis goyatoka	130102655	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_026606794.1	1567378	1681198	minus	58	
27679	Saimiri boliviensis	101036041	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_024100918.1	81410856	81642386	plus	59	
181472	Salarias fasciatus	115385938	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin-like		3	NC_043747.1	23070376	23144061	plus	58	
8038	Salvelinus fontinalis	129835662	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		36	NC_074700.1	31306874	31369055	minus	24	
283035	Sander lucioperca	116053079	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		17	NC_050189.1	9624115	9748026	plus	59	
27697	Sardina pilchardus	134059720	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		16	NC_085009.1	13455438	13532980	minus	57	
75038	Scatophagus argus	124054691	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_058515.1	14284462	14349848	minus	62	
113540	Scleropages formosus	108920656	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_041806.1	53015312	53096095	minus	58	
13676	Scomber japonicus	128383542	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		22	NC_070599.1	20613130	20740033	plus	59	
13677	Scomber scombrus	134006323	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_084992.1	6534495	6639206	minus	59	
52904	Scophthalmus maximus	118283332	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		12	NC_061526.1	8428584	8483193	minus	59	
7830	Scyliorhinus canicula	119963821	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		3	NC_052148.1	11800222	12250971	plus	58	
72105	Sebastes umbrosus	119481466	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		22	NC_051290.1	3533151	3660937	plus	66	
2871759	Seriola aureovittata	130164190	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin		23	NC_079386.1	16842235	16911948	minus	57	
1841481	Seriola lalandi dorsalis	111657887	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_019524971.1	249569	315820	minus	56	
175797	Silurus meridionalis	124386906	0	live	dysf	HF521_019623	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		6	NC_060889.1	14919480	14995694	minus	58	
43689	Simochromis diagramma	120718531	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin		Un	NW_024387353.1	2068	93279	plus	57	
119488	Siniperca chuatsi	122869681	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG22	NC_058063.1	19900280	20008615	minus	59	
75366	Sinocyclocheilus grahami	107563051	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin-like		Un	NW_015505203.1	799162	852868	plus	46	
307959	Sinocyclocheilus rhinocerous	107750586	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin-like		Un	NW_015638975.1	3771131	3845826	plus	58	
28829	Solea senegalensis	122766343	0	live	dysf	JOB18_041022	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG3	NC_058023.1	1694968	1745350	minus	58	
90069	Solea solea	131456125	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		3	NC_081136.1	1983540	2038195	plus	58	
42254	Sorex araneus	101539250	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		X	NC_073313.1	333729942	333944347	plus	59	
8175	Sparus aurata	115589354	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		10	NC_044196.1	11460966	11536717	plus	51	
375764	Sphaeramia orbicularis	115438793	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		18	NC_043974.1	2966140	3252047	plus	56	
144197	Stegastes partitus	103367611	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_007578802.1	159579	249304	minus	57	
3053191	Stegostoma tigrinum	125455207	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_081354.1	186158890	186455084	minus	59	
270530	Synchiropus splendidus	128756574	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		3	NC_071336.1	14294228	14348038	minus	59	
300417	Syngnathoides biaculeatus	133494356	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		21	NC_084660.1	3429478	3450173	plus	56	
161584	Syngnathus acus	119128068	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		10	NC_051095.1	4030436	4050248	minus	58	
161590	Syngnathus scovelli	125985003	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_026061189.1	26496434	26514920	plus	58	
161592	Syngnathus typhle	133163870	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		LG1	NC_083738.1	25408165	25427267	plus	59	
1234273	Tachysurus fulvidraco	113635132	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_062518.1	32327472	32398666	plus	59	
175792	Tachysurus vachellii	132848627	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		7	NC_083466.1	14321734	14398060	plus	58	
433684	Takifugu flavidus	130522544	0	live	dysf	D4764_03G0005960	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin|Dysferlin Dystrophy-associated fer-1-like protein		3	NC_079522.1	7176827	7215760	minus	60	
31033	Takifugu rubripes	101076349	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		8	NC_042292.1	15706877	15745878	minus	60	
390379	Thalassophryne amazonica	117505250	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		23	NC_047125.1	29047305	29110371	plus	59	
8240	Thunnus maccoyii	121889219	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		22	NC_056554.1	21051309	21155927	minus	60	
40690	Trematomus bernacchii	117498133	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		Un	NW_022987801.1	609090	692691	minus	58	
127582	Trichechus manatus latirostris	101355052	0	live	DYSF		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		Un	NW_004443940.1	11094529	11341784	minus	58	
2290929	Trichomycterus rosablanca	134312325	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		4	NC_085991.1	31906766	32037091	plus	57	
1582913	Triplophysa dalaica	130421657	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		1	NC_079542.1	23422382	23505682	plus	58	
992332	Triplophysa rosa	130563642	0	live	dysf	IRJ41_021121	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin|putative dysferlin		LG1	NC_079890.1	13475703	13574441	minus	58	
8245	Xiphias gladius	120797138	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	LOW QUALITY PROTEIN: dysferlin		12	NC_053411.1	16894798	16987783	minus	55	
32473	Xiphophorus couchianus	114157936	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		14	NC_040241.1	20324976	20413051	minus	60	
8084	Xiphophorus hellerii	116732854	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		14	NC_045685.1	22339282	22427638	minus	59	
8083	Xiphophorus maculatus	102221409	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		14	NC_036456.1	25991654	26082034	plus	59	
291302	Miniopterus natalensis	107534016	0	live	FGD3		"FYVE, RhoGEF and PH domain containing 3"	"LOW QUALITY PROTEIN: FYVE, RhoGEF and PH domain-containing protein 3"		Un	NW_015504447.1	835038	863519	minus	16	
13735	Pelodiscus sinensis	102450504	0	live	KCNIP3		potassium voltage-gated channel interacting protein 3	calsenilin		Un	NW_005856812.1	2117019	2181951	plus	8	
27706	Micropterus salmoides	119885465	0	live	magi1b		"membrane associated guanylate kinase, WW and PDZ domain containing 1b"	"LOW QUALITY PROTEIN: membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1b"		Un	NW_024043372.1	29636625	29776114	minus	24	
59463	Myotis lucifugus	102429143	0	live	MSH6		mutS homolog 6	DNA mismatch repair protein Msh6		Un	NW_005871054.1	12082818	12101076	minus	12	
8208	Notothenia coriiceps	104948282	0	live	ppig		peptidylprolyl isomerase G (cyclophilin G)	peptidyl-prolyl cis-trans isomerase G		Un	NW_011346722.1	368714	375865	minus	13	
9749	Delphinapterus leucas	111168304	0	live	PPP1R12B		protein phosphatase 1 regulatory subunit 12B	protein phosphatase 1 regulatory subunit 12B		Un	NW_022098080.1	3348212	3555891	plus	31	
90247	Lagenorhynchus obliquidens	113614490	0	live	PPP1R12B		protein phosphatase 1 regulatory subunit 12B	protein phosphatase 1 regulatory subunit 12B		Un	NW_020838041.1	3263716	3464923	plus	34	
40151	Monodon monoceros	114898503	0	live	PPP1R12B		protein phosphatase 1 regulatory subunit 12B	protein phosphatase 1 regulatory subunit 12B		Un	NW_021703774.1	386213	583702	minus	29	
9739	Tursiops truncatus	101339777	0	live	PPP1R12B		protein phosphatase 1 regulatory subunit 12B	protein phosphatase 1 regulatory subunit 12B		1	NC_047034.1	555969	766944	minus	33	
57068	Acanthisitta chloris	103798518	0	live	PRP4K	"N310_11008, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_008662956.1	62	21056	plus	15	
57397	Apaloderma vittatum	104270779	0	live	PRP4K	"N311_04956, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009705058.1	2980	18977	plus	14	
9233	Aptenodytes forsteri	103898864	0	live	PRP4K	"AS27_14662, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_008795259.1	2811407	2834593	minus	15	
202946	Apteryx mantelli mantelli	106483897	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_013987126.1	16363898	16388969	minus	17	
100784	Balearica regulorum gibbericeps	104635775	0	live	PRP4K	"N312_01703, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_010756252.1	3139	21453	plus	14	
198806	Calidris pugnax	106887316	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_015090830.1	15530648	15555168	plus	16	
8897	Chaetura pelagica	104391644	0	live	PRP4K	"M959_00550, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009953786.1	5396344	5414863	plus	15	
50402	Charadrius vociferus	104286631	0	live	PRP4K	"N301_12912, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009648358.1	76550	98734	minus	15	
57412	Colius striatus	104550918	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		4	NC_084762.1	18884548	18910324	plus	17	
93934	Coturnix japonica	107309609	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		2	NC_029517.1	63505824	63529348	plus	16	
54383	Eurypyga helias	104509588	0	live	PRP4K	"N326_02526, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_010250015.1	3244	21212	plus	14	
59894	Ficedula albicollis	101808595	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|PRP4 pre-mRNA processing factor 4 homolog B|pre-mRNA processing factor 4B		2	NC_021673.1	69678967	69704389	minus	19	
30455	Fulmarus glacialis	104070798	0	live	PRP4K	"N327_08035, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009195765.1	49455	70968	minus	16	
37040	Gavia stellata	104263840	0	live	PRP4K	"N328_11858, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		3	NC_082596.1	102134627	102156696	minus	15	
8969	Haliaeetus albicilla	104322455	0	live	PRP4K	"N329_06870, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009786227.1	2661	22882	plus	15	
52644	Haliaeetus leucocephalus	104835365	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_010972809.1	7997022	8016273	minus	14	
188344	Leptosomus discolor	104350357	0	live	PRP4K	"N330_11254, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009875935.1	2244	20883	plus	15	
54374	Mesitornis unicolor	104542933	0	live	PRP4K	"N332_05196, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_010193266.1	2326	21369	plus	15	
